,0
5593,4
5594,15
5595,7
5596,6
5597,6
5598,60
5599,100
5600,50
5601,40
5602,3
5603,2
5604,60
5605,80
5606,12
5607,1000
5608,5
5609,30
5610,7
5611,2
5612,2
5613,18
5614,10
5615,2
5616,30
5617,80
5618,1
5619,30
5620,7
5621,70
5622,80
5623,1000
5624,1000000000
5625,1000000000
5626,1000000
5627,15
5628,17
5629,80
5630,1000000000
5631,13
5632,2
5633,1000000000
5634,30
5635,12
5636,8
5637,1000000000
5638,2
5639,80
5640,1000000
5641,12
5642,6
5643,5
5644,1000000
5645,50
5646,30
5647,40
5648,17
5649,30
5650,60
5651,3
5652,10
5653,6
5654,15
5655,20
5656,14
5657,40
5658,12
5659,30
5660,50
5661,14
5662,19
5663,1000
5664,60
5665,40
5666,60
5667,19
5668,40
5669,15
5670,100
5671,1
5672,40
5673,1000000
5674,1000000000
5675,1000000
5676,90
5677,100
5678,1
5679,40
5680,90
5681,6
5682,8
5683,80
5684,40
5685,9
5686,1000
5687,18
5688,18
5689,17
5690,100
5691,13
5692,12
5693,0
5694,0
5695,15
5696,1
5697,3
5698,100
5699,5
5700,30
5701,100
5702,12
5703,80
5704,16
5705,7
5706,15
5707,40
5708,1000
5709,90
5710,90
5711,1
5712,12
5713,10
5714,5
5715,1000000
5716,9
5717,17
5718,100
5719,18
5720,90
5721,1
5722,50
5723,15
5724,80
5725,80
5726,17
5727,60
5728,30
5729,10
5730,50
5731,8
5732,1000000
5733,10
5734,40
5735,4
5736,1
5737,1000000000
5738,90
5739,20
5740,4
5741,10
5742,15
5743,1000
5744,9
5745,16
5746,1000
5747,12
5748,30
5749,10
5750,40
5751,9
5752,80
5753,8
5754,60
5755,6
5756,50
5757,3
5758,60
5759,1000
5760,17
5761,13
5762,19
5763,40
5764,10
5765,12
5766,2
5767,4
5768,10
5769,12
5770,1
5771,2
5772,30
5773,8
5774,40
5775,12
5776,1000
5777,14
5778,50
5779,40
5780,16
5781,0
5782,30
5783,15
5784,60
5785,3
5786,70
5787,19
5788,30
5789,5
5790,7
5791,15
5792,17
5793,1000000000
5794,3
5795,90
5796,10
5797,18
5798,15
5799,4
5800,6
5801,10
5802,2
5803,60
5804,1000000000
5805,15
5806,18
5807,7
5808,1000000000
5809,19
5810,20
5811,18
5812,5
5813,18
5814,3
5815,20
5816,6
5817,90
5818,18
5819,60
5820,8
5821,80
5822,16
5823,70
5824,1000000
5825,1000000
5826,0
5827,100
5828,1
5829,40
5830,1
5831,12
5832,14
5833,8
5834,4
5835,18
5836,50
5837,1000000
5838,14
5839,100
5840,15
5841,17
5842,1000000000
5843,5
5844,10
5845,1
5846,60
5847,1000000000
5848,0
5849,60
5850,50
5851,90
5852,70
5853,20
5854,3
5855,18
5856,10
5857,17
5858,12
5859,17
5860,40
5861,19
5862,12
5863,8
5864,11
5865,100
5866,0
5867,13
5868,1
5869,16
5870,17
5871,17
5872,20
5873,60
5874,2
5875,5
5876,70
5877,80
5878,1000000000
5879,5
5880,3
5881,18
5882,2
5883,8
5884,19
5885,7
5886,4
5887,2
5888,40
5889,70
5890,40
5891,100
5892,4
5893,7
5894,60
5895,12
5896,13
5897,1000000
5898,11
5899,100
5900,8
5901,14
5902,70
5903,19
5904,5
5905,2
5906,11
5907,80
5908,40
5909,8
5910,80
5911,90
5912,11
5913,1000000
5914,4
5915,11
5916,10
5917,13
5918,80
5919,4
5920,1000000000
5921,8
5922,1000000
5923,5
5924,50
5925,90
5926,18
5927,14
5928,1000000000
5929,1
5930,8
5931,18
5932,0
5933,18
5934,13
5935,30
5936,1000000
5937,17
5938,5
5939,17
5940,5
5941,30
5942,90
5943,14
5944,1
5945,1
5946,90
5947,90
5948,14
5949,80
5950,7
5951,10
5952,12
5953,18
5954,1000000
5955,1
5956,1
5957,50
5958,6
5959,14
5960,9
5961,8
5962,4
5963,1000
5964,18
5965,7
5966,9
5967,30
5968,17
5969,20
5970,19
5971,30
5972,10
5973,50
5974,40
5975,8
5976,80
5977,15
5978,11
5979,18
5980,3
5981,1000
5982,1000
5983,17
5984,100
5985,1000000000
5986,20
5987,100
5988,50
5989,0
5990,30
5991,5
5992,10
5993,90
5994,13
5995,10
5996,40
5997,30
5998,100
5999,16
6000,9
6001,14
6002,70
6003,5
6004,3
6005,19
6006,100
6007,16
6008,5
6009,30
6010,30
6011,80
6012,10
6013,100
6014,18
6015,0
6016,80
6017,15
6018,80
6019,20
6020,15
6021,7
6022,1000000000
6023,1000
6024,20
6025,90
6026,6
6027,4
6028,5
6029,9
6030,4
6031,15
6032,9
6033,3
6034,10
6035,17
6036,1000000000
6037,100
6038,2
6039,80
6040,13
6041,9
6042,8
6043,1000000000
6044,18
6045,13
6046,90
6047,10
6048,40
6049,19
6050,11
6051,1
6052,30
6053,40
6054,2
6055,11
6056,80
6057,90
6058,1000000
6059,1000000000
6060,8
6061,1000000000
6062,17
6063,70
6064,90
6065,60
6066,3
6067,11
6068,11
6069,30
6070,12
6071,40
6072,20
6073,15
6074,8
6075,13
6076,1000
6077,90
6078,60
6079,5
6080,14
6081,6
6082,1000000
6083,80
6084,90
6085,1
6086,15
6087,11
6088,19
6089,1000000000
6090,1
6091,1000000000
6092,17
6093,9
6094,14
6095,80
6096,17
6097,1000000000
6098,9
6099,8
6100,15
6101,7
6102,10
6103,2
6104,3
6105,11
6106,6
6107,9
6108,14
6109,3
6110,6
6111,14
6112,20
6113,13
6114,100
6115,40
6116,10
6117,20
6118,14
6119,8
6120,17
6121,6
6122,40
6123,1000000000
6124,0
6125,1
6126,11
6127,13
6128,0
6129,1000000
6130,3
6131,1
6132,1000000000
6133,1
6134,8
6135,6
6136,10
6137,3
6138,16
6139,18
6140,20
6141,80
6142,0
6143,14
6144,4
6145,40
6146,18
6147,18
6148,70
6149,90
6150,80
6151,15
6152,1
6153,12
6154,50
6155,2
6156,6
6157,2
6158,13
6159,6
6160,8
6161,19
6162,70
6163,19
6164,30
6165,20
6166,100
6167,17
6168,1000000000
6169,9
6170,1000
6171,50
6172,10
6173,0
6174,8
6175,20
6176,1000000
6177,1000
6178,30
6179,80
6180,1
6181,30
6182,70
6183,14
6184,9
6185,80
6186,80
6187,7
6188,15
6189,50
6190,6
6191,8
6192,0
6193,40
6194,15
6195,18
6196,1000000000
6197,40
6198,1
6199,1
6200,7
6201,7
6202,5
6203,30
6204,1000000
6205,11
6206,1000
6207,4
6208,1000
6209,17
6210,40
6211,19
6212,1000000
6213,2
6214,80
6215,30
6216,5
6217,11
6218,100
6219,100
6220,20
6221,1000000
6222,14
6223,3
6224,1000000000
6225,1000000000
6226,18
6227,1000
6228,0
6229,100
6230,15
6231,4
6232,20
6233,4
6234,90
6235,100
6236,60
6237,90
6238,1000
6239,20
6240,40
6241,60
6242,9
6243,2
6244,7
6245,1000
6246,12
6247,15
6248,80
6249,16
6250,11
6251,70
6252,15
6253,7
6254,13
6255,80
6256,5
6257,12
6258,50
6259,20
6260,7
6261,4
6262,70
6263,18
6264,15
6265,15
6266,14
6267,12
6268,7
6269,60
6270,2
6271,40
6272,11
6273,90
6274,8
6275,6
6276,6
6277,60
6278,1000
6279,1000000
6280,3
6281,60
6282,9
6283,1
6284,16
6285,5
6286,40
6287,15
6288,2
6289,18
6290,10
6291,70
6292,60
6293,1000000
6294,9
6295,18
6296,100
6297,5
6298,3
6299,10
6300,18
6301,7
6302,15
6303,20
6304,15
6305,50
6306,40
6307,16
6308,11
6309,11
6310,18
6311,5
6312,19
6313,1000
6314,1000
6315,4
6316,8
6317,1
6318,4
6319,70
6320,17
6321,9
6322,12
6323,8
6324,10
6325,4
6326,1
6327,5
6328,1000000000
6329,7
6330,19
6331,6
6332,12
6333,30
6334,30
6335,16
6336,1
6337,7
6338,5
6339,13
6340,5
6341,50
6342,13
6343,11
6344,40
6345,4
6346,15
6347,10
6348,6
6349,6
6350,8
6351,10
6352,20
6353,60
6354,6
6355,7
6356,7
6357,70
6358,70
6359,90
6360,18
6361,6
6362,13
6363,3
6364,4
6365,9
6366,1
6367,13
6368,13
6369,15
6370,70
6371,12
6372,11
6373,17
6374,8
6375,7
6376,60
6377,6
6378,17
6379,7
6380,0
6381,20
6382,19
6383,5
6384,40
6385,1000
6386,15
6387,13
6388,90
6389,1000000000
6390,30
6391,14
6392,16
6393,100
6394,80
6395,2
6396,50
6397,20
6398,3
6399,100
6400,1000
6401,50
6402,1000000000
6403,5
6404,1000000000
6405,6
6406,30
6407,7
6408,0
6409,4
6410,100
6411,80
6412,10
6413,90
6414,9
6415,70
6416,1
6417,19
6418,17
6419,100
6420,18
6421,12
6422,1000000
6423,1000
6424,12
6425,80
6426,12
6427,4
6428,0
6429,11
6430,100
6431,19
6432,2
6433,10
6434,3
6435,11
6436,1000000000
6437,7
6438,1
6439,10
6440,11
6441,11
6442,70
6443,0
6444,10
6445,0
6446,0
6447,60
6448,5
6449,5
6450,40
6451,1
6452,10
6453,4
6454,9
6455,16
6456,6
6457,12
6458,18
6459,9
6460,100
6461,11
6462,1000000
6463,0
6464,11
6465,60
6466,3
6467,6
6468,20
6469,12
6470,6
6471,19
6472,0
6473,15
6474,15
6475,14
6476,20
6477,2
6478,1000
6479,1000000
6480,12
6481,3
6482,7
6483,14
6484,6
6485,5
6486,90
6487,11
6488,15
6489,12
6490,100
6491,70
6492,8
6493,11
6494,8
6495,1000000
6496,12
6497,0
6498,80
6499,6
6500,7
6501,18
6502,9
6503,0
6504,1000000
6505,0
6506,60
6507,3
6508,15
6509,19
6510,6
6511,0
6512,15
6513,70
6514,17
6515,6
6516,100
6517,15
6518,70
6519,12
6520,50
6521,100
6522,15
6523,1
6524,2
6525,7
6526,6
6527,50
6528,7
6529,70
6530,7
6531,19
6532,2
6533,11
6534,3
6535,1000
6536,1
6537,50
6538,30
6539,90
6540,14
6541,12
6542,19
6543,1
6544,80
6545,100
6546,50
6547,2
6548,19
6549,40
6550,60
6551,12
6552,0
6553,6
6554,1000000000
6555,0
6556,10
6557,14
6558,17
6559,3
6560,1
6561,3
6562,8
6563,15
6564,60
6565,1000
6566,13
6567,1000
6568,1
6569,1000000
6570,0
6571,10
6572,1000000000
6573,90
6574,100
6575,3
6576,18
6577,40
6578,10
6579,10
6580,60
6581,16
6582,5
6583,20
6584,30
6585,5
6586,20
6587,0
6588,16
6589,17
6590,6
6591,20
6592,15
6593,1000000000
6594,0
6595,1000
6596,1
6597,10
6598,1000
6599,80
6600,40
6601,16
6602,4
6603,60
6604,1
6605,18
6606,0
6607,7
6608,11
6609,10
6610,1000000
6611,70
6612,2
6613,19
6614,2
6615,18
6616,18
6617,0
6618,30
6619,60
6620,1000
6621,1
6622,16
6623,100
6624,30
6625,70
6626,60
6627,16
6628,4
6629,90
6630,16
6631,1000
6632,4
6633,0
6634,1000000
6635,50
6636,5
6637,100
6638,1
6639,1000
6640,8
6641,17
6642,90
6643,80
6644,100
6645,17
6646,17
6647,16
6648,18
6649,0
6650,9
6651,40
6652,50
6653,90
6654,20
6655,50
6656,6
6657,80
6658,60
6659,1000
6660,14
6661,0
6662,1
6663,50
6664,16
6665,0
6666,8
6667,13
6668,30
6669,19
6670,1
6671,40
6672,2
6673,12
6674,15
6675,60
6676,90
6677,30
6678,6
6679,40
6680,8
6681,60
6682,1
6683,70
6684,1
6685,9
6686,3
6687,1000000000
6688,80
6689,5
6690,10
6691,1
6692,1000
6693,90
6694,10
6695,20
6696,9
6697,1000000000
6698,1
6699,0
6700,40
6701,90
6702,7
6703,4
6704,5
6705,1000000
6706,18
6707,2
6708,20
6709,19
6710,50
6711,0
6712,90
6713,6
6714,40
6715,1000000000
6716,60
6717,8
6718,80
6719,3
6720,80
6721,12
6722,60
6723,15
6724,1000
6725,70
6726,70
6727,9
6728,2
6729,1
6730,20
6731,1000000
6732,18
6733,5
6734,4
6735,19
6736,40
6737,12
6738,9
6739,100
6740,7
6741,9
6742,40
6743,50
6744,100
6745,50
6746,6
6747,40
6748,16
6749,9
6750,60
6751,8
6752,60
6753,60
6754,1
6755,3
6756,1000000000
6757,19
6758,3
6759,4
6760,16
6761,40
6762,8
6763,17
6764,14
6765,6
6766,16
6767,40
6768,20
6769,1000000000
6770,80
6771,100
6772,18
6773,5
6774,4
6775,100
6776,2
6777,13
6778,17
6779,1000000000
6780,90
6781,30
6782,14
6783,0
6784,19
6785,30
6786,1000000000
6787,7
6788,4
6789,16
6790,1000000000
6791,13
6792,30
6793,90
6794,2
6795,20
6796,1
6797,1000000
6798,19
6799,30
6800,17
6801,1
6802,11
6803,18
6804,1
6805,90
6806,90
6807,100
6808,12
6809,20
6810,14
6811,11
6812,11
6813,7
6814,6
6815,19
6816,2
6817,1000000
6818,14
6819,80
6820,6
6821,0
6822,3
6823,80
6824,1000000000
6825,3
6826,8
6827,16
6828,13
6829,11
6830,8
6831,1000000
6832,50
6833,7
6834,40
6835,50
6836,3
6837,30
6838,1000000
6839,15
6840,90
6841,30
6842,14
6843,30
6844,8
6845,4
6846,4
6847,40
6848,14
6849,0
6850,40
6851,6
6852,18
6853,14
6854,100
6855,7
6856,16
6857,4
6858,19
6859,13
6860,1
6861,10
6862,40
6863,20
6864,40
6865,0
6866,9
6867,14
6868,20
6869,4
6870,4
6871,5
6872,13
6873,1000000000
6874,10
6875,7
6876,9
6877,100
6878,0
6879,14
6880,12
6881,1000000000
6882,10
6883,1
6884,100
6885,10
6886,5
6887,16
6888,0
6889,13
6890,20
6891,12
6892,70
6893,1000000000
6894,1000000
6895,30
6896,20
6897,1000000
6898,2
6899,3
6900,1000
6901,11
6902,18
6903,8
6904,17
6905,4
6906,1000000000
6907,12
6908,16
6909,20
6910,90
6911,19
6912,13
6913,1000
6914,20
6915,6
6916,20
6917,1000
6918,6
6919,5
6920,30
6921,1000000000
6922,18
6923,19
6924,100
6925,50
6926,10
6927,80
6928,5
6929,14
6930,11
6931,14
6932,17
6933,1000
6934,30
6935,1000000000
6936,3
6937,11
6938,9
6939,0
6940,14
6941,16
6942,15
6943,18
6944,13
6945,8
6946,17
6947,9
6948,8
6949,14
6950,20
6951,15
6952,9
6953,15
6954,12
6955,10
6956,40
6957,12
6958,30
6959,60
6960,2
6961,30
6962,5
6963,40
6964,1
6965,0
6966,100
6967,12
6968,6
6969,1000000000
6970,1000000
6971,30
6972,12
6973,30
6974,60
6975,90
6976,9
6977,4
6978,17
6979,30
6980,3
6981,12
6982,0
6983,50
6984,1000
6985,5
6986,0
6987,80
6988,40
6989,100
6990,1000
6991,70
6992,30
6993,90
6994,6
6995,2
6996,1
6997,15
6998,3
6999,9
7000,1000
7001,18
7002,60
7003,7
7004,3
7005,9
7006,2
7007,40
7008,50
7009,0
7010,2
7011,5
7012,4
7013,17
7014,70
7015,13
7016,17
7017,20
7018,10
7019,9
7020,1000000
7021,19
7022,20
7023,10
7024,8
7025,11
7026,15
7027,7
7028,2
7029,70
7030,13
7031,1000000
7032,13
7033,12
7034,1
7035,9
7036,50
7037,5
7038,70
7039,1
7040,50
7041,1000000000
7042,30
7043,1
7044,1
7045,5
7046,90
7047,0
7048,15
7049,0
7050,14
7051,1
7052,9
7053,40
7054,19
7055,30
7056,18
7057,0
7058,18
7059,18
7060,7
7061,2
7062,12
7063,5
7064,14
7065,70
7066,7
7067,20
7068,70
7069,80
7070,3
7071,3
7072,60
7073,17
7074,20
7075,60
7076,16
7077,12
7078,5
7079,15
7080,15
7081,8
7082,90
7083,4
7084,3
7085,19
7086,30
7087,10
7088,9
7089,5
7090,30
7091,50
7092,19
7093,12
7094,14
7095,12
7096,6
7097,18
7098,9
7099,10
7100,20
7101,6
7102,14
7103,1000
7104,2
7105,4
7106,20
7107,14
7108,100
7109,1000
7110,1000000
7111,8
7112,15
7113,70
7114,40
7115,20
7116,12
7117,12
7118,60
7119,90
7120,100
7121,5
7122,2
7123,9
7124,17
7125,40
7126,11
7127,20
7128,12
7129,12
7130,70
7131,8
7132,60
7133,1000000000
7134,14
7135,4
7136,1000000
7137,18
7138,14
7139,1000000
7140,8
7141,11
7142,19
7143,16
7144,10
7145,20
7146,5
7147,7
7148,3
7149,50
7150,100
7151,20
7152,2
7153,100
7154,17
7155,10
7156,9
7157,1000
7158,8
7159,6
7160,16
7161,10
7162,0
7163,1000
7164,40
7165,0
7166,14
7167,60
7168,1000000000
7169,11
7170,15
7171,1
7172,20
7173,10
7174,0
7175,9
7176,4
7177,7
7178,18
7179,70
7180,1000000
7181,100
7182,6
7183,16
7184,8
7185,17
7186,9
7187,18
7188,17
7189,19
7190,13
7191,19
7192,5
7193,1000000000
7194,3
7195,11
7196,15
7197,4
7198,1000000
7199,30
7200,30
7201,14
7202,1
7203,5
7204,1000000000
7205,7
7206,10
7207,5
7208,12
7209,0
7210,15
7211,100
7212,12
7213,1000
7214,1000000
7215,60
7216,4
7217,15
7218,1000000
7219,11
7220,40
7221,4
7222,6
7223,4
7224,10
7225,50
7226,1000000000
7227,80
7228,8
7229,13
7230,13
7231,80
7232,14
7233,16
7234,6
7235,60
7236,20
7237,9
7238,15
7239,80
7240,4
7241,16
7242,1
7243,0
7244,1
7245,19
7246,12
7247,11
7248,100
7249,5
7250,17
7251,1000000
7252,3
7253,10
7254,50
7255,1
7256,1000000000
7257,14
7258,0
7259,1000
7260,30
7261,40
7262,18
7263,3
7264,7
7265,4
7266,8
7267,1000000
7268,70
7269,12
7270,16
7271,15
7272,3
7273,5
7274,1000
7275,20
7276,14
7277,1
7278,8
7279,0
7280,50
7281,90
7282,1
7283,18
7284,50
7285,1000000
7286,30
7287,2
7288,70
7289,8
7290,19
7291,8
7292,90
7293,1000
7294,6
7295,17
7296,90
7297,5
7298,2
7299,12
7300,20
7301,16
7302,1000
7303,16
7304,16
7305,40
7306,11
7307,1
7308,11
7309,1000000000
7310,30
7311,0
7312,80
7313,16
7314,2
7315,11
7316,30
7317,14
7318,16
7319,80
7320,7
7321,19
7322,80
7323,13
7324,6
7325,1
7326,16
7327,20
7328,17
7329,8
7330,70
7331,30
7332,11
7333,1000
7334,20
7335,18
7336,5
7337,6
7338,11
7339,5
7340,3
7341,12
7342,5
7343,100
7344,8
7345,0
7346,80
7347,15
7348,7
7349,1000000000
7350,1
7351,100
7352,8
7353,2
7354,2
7355,100
7356,80
7357,12
7358,0
7359,4
7360,50
7361,3
7362,30
7363,1000
7364,13
7365,1000
7366,1000000
7367,80
7368,14
7369,9
7370,16
7371,70
7372,4
7373,8
7374,9
7375,60
7376,8
7377,15
7378,15
7379,6
7380,0
7381,14
7382,15
7383,7
7384,4
7385,7
7386,2
7387,11
7388,20
7389,4
7390,100
7391,18
7392,90
7393,13
7394,8
7395,18
7396,10
7397,50
7398,3
7399,1000000000
7400,14
7401,10
7402,14
7403,14
7404,9
7405,14
7406,7
7407,20
7408,8
7409,40
7410,1000000000
7411,18
7412,90
7413,100
7414,2
7415,1000000
7416,19
7417,17
7418,100
7419,16
7420,30
7421,6
7422,0
7423,16
7424,13
7425,6
7426,9
7427,20
7428,13
7429,9
7430,14
7431,9
7432,14
7433,17
7434,9
7435,70
7436,50
7437,12
7438,40
7439,9
7440,19
7441,15
7442,8
7443,50
7444,1000000
7445,9
7446,1000000000
7447,18
7448,5
7449,1000
7450,11
7451,11
7452,40
7453,10
7454,80
7455,60
7456,3
7457,7
7458,0
7459,70
7460,12
7461,10
7462,60
7463,50
7464,16
7465,1
7466,1000000000
7467,13
7468,10
7469,90
7470,100
7471,17
7472,16
7473,60
7474,9
7475,1000000
7476,9
7477,6
7478,9
7479,3
7480,1
7481,20
7482,8
7483,13
7484,70
7485,90
7486,7
7487,9
7488,16
7489,9
7490,8
7491,7
7492,10
7493,17
7494,12
7495,9
7496,2
7497,12
7498,9
7499,1000000
7500,17
7501,60
7502,80
7503,13
7504,15
7505,10
7506,15
7507,11
7508,30
7509,40
7510,18
7511,7
7512,7
7513,40
7514,40
7515,10
7516,90
7517,60
7518,0
7519,80
7520,15
7521,0
7522,7
7523,1000000
7524,60
7525,8
7526,11
7527,40
7528,4
7529,19
7530,5
7531,19
7532,4
7533,30
7534,30
7535,12
7536,1000
7537,19
7538,2
7539,8
7540,90
7541,8
7542,14
7543,70
7544,80
7545,60
7546,80
7547,0
7548,50
7549,11
7550,20
7551,1000000000
7552,1000000000
7553,17
7554,20
7555,1
7556,90
7557,16
7558,80
7559,12
7560,2
7561,0
7562,18
7563,80
7564,60
7565,1000000
7566,5
7567,11
7568,20
7569,17
7570,2
7571,80
7572,50
7573,20
7574,30
7575,3
7576,60
7577,15
7578,100
7579,8
7580,13
7581,16
7582,2
7583,8
7584,3
7585,17
7586,80
7587,30
7588,16
7589,40
7590,3
7591,1000000000
7592,19
7593,3
7594,17
7595,12
7596,7
7597,8
7598,13
7599,100
7600,90
7601,7
7602,30
7603,3
7604,7
7605,11
7606,90
7607,19
7608,90
7609,8
7610,7
7611,17
7612,90
7613,8
7614,1000
7615,5
7616,1000000000
7617,80
7618,1000000000
7619,10
7620,50
7621,80
7622,5
7623,12
7624,11
7625,60
7626,8
7627,18
7628,9
7629,18
7630,1
7631,8
7632,0
7633,8
7634,18
7635,20
7636,40
7637,11
7638,20
7639,20
7640,3
7641,60
7642,100
7643,30
7644,50
7645,9
7646,80
7647,8
7648,20
7649,1
7650,30
7651,11
7652,19
7653,7
7654,1
7655,20
7656,10
7657,4
7658,4
7659,2
7660,60
7661,10
7662,8
7663,19
7664,1000000000
7665,18
7666,20
7667,11
7668,1000000
7669,50
7670,30
7671,1000000
7672,60
7673,11
7674,12
7675,18
7676,10
7677,40
7678,17
7679,16
7680,1000000
7681,80
7682,10
7683,4
7684,100
7685,16
7686,6
7687,0
7688,10
7689,10
7690,1
7691,3
7692,50
7693,100
7694,16
7695,13
7696,5
7697,8
7698,1000000
7699,17
7700,1000000
7701,3
7702,0
7703,1
7704,5
7705,18
7706,16
7707,5
7708,19
7709,2
7710,0
7711,8
7712,0
7713,19
7714,1000000000
7715,3
7716,20
7717,70
7718,16
7719,30
7720,8
7721,70
7722,9
7723,90
7724,20
7725,9
7726,18
7727,60
7728,70
7729,5
7730,14
7731,12
7732,16
7733,5
7734,100
7735,60
7736,9
7737,40
7738,17
7739,7
7740,50
7741,1000000000
7742,19
7743,1000000
7744,1000000
7745,90
7746,16
7747,4
7748,90
7749,12
7750,30
7751,0
7752,3
7753,20
7754,14
7755,20
7756,10
7757,100
7758,60
7759,70
7760,7
7761,14
7762,1
7763,18
7764,17
7765,1000000000
7766,19
7767,1000000
7768,16
7769,8
7770,3
7771,10
7772,7
7773,11
7774,4
7775,9
7776,50
7777,5
7778,1000
7779,10
7780,13
7781,6
7782,50
7783,19
7784,3
7785,30
7786,8
7787,6
7788,80
7789,40
7790,18
7791,13
7792,1
7793,19
7794,3
7795,2
7796,17
7797,4
7798,14
7799,40
7800,6
7801,2
7802,19
7803,50
7804,7
7805,19
7806,3
7807,1000000
7808,0
7809,10
7810,10
7811,10
7812,8
7813,50
7814,18
7815,12
7816,7
7817,5
7818,16
7819,50
7820,70
7821,50
7822,9
7823,19
7824,30
7825,13
7826,18
7827,70
7828,1000
7829,1000
7830,12
7831,3
7832,19
7833,10
7834,70
7835,12
7836,5
7837,3
7838,40
7839,8
7840,4
7841,8
7842,5
7843,70
7844,6
7845,14
7846,1000
7847,18
7848,20
7849,6
7850,40
7851,1
7852,16
7853,1000000000
7854,9
7855,9
7856,70
7857,40
7858,40
7859,20
7860,60
7861,6
7862,100
7863,7
7864,80
7865,1000000000
7866,9
7867,4
7868,18
7869,1000000
7870,1000
7871,10
7872,50
7873,30
7874,15
7875,8
7876,13
7877,1
7878,80
7879,9
7880,19
7881,8
7882,50
7883,8
7884,90
7885,9
7886,90
7887,11
7888,3
7889,1000000000
7890,14
7891,2
7892,8
7893,1000
7894,7
7895,15
7896,30
7897,18
7898,1
7899,80
7900,17
7901,100
7902,70
7903,30
7904,100
7905,16
7906,1000
7907,17
7908,5
7909,90
7910,11
7911,1000000000
7912,2
7913,20
7914,15
7915,17
7916,11
7917,18
7918,10
7919,8
7920,70
7921,15
7922,80
7923,50
7924,18
7925,30
7926,1
7927,13
7928,15
7929,15
7930,80
7931,4
7932,11
7933,19
7934,50
7935,1
7936,70
7937,20
7938,1000
7939,2
7940,12
7941,1000000000
7942,4
7943,6
7944,18
7945,19
7946,4
7947,15
7948,11
7949,70
7950,14
7951,1000
7952,5
7953,80
7954,1000
7955,30
7956,14
7957,0
7958,5
7959,90
7960,2
7961,9
7962,16
7963,6
7964,19
7965,9
7966,13
7967,15
7968,9
7969,17
7970,10
7971,5
7972,3
7973,7
7974,9
7975,7
7976,10
7977,30
7978,1000000000
7979,70
7980,5
7981,9
7982,11
7983,14
7984,9
7985,100
7986,18
7987,1
7988,2
7989,100
7990,90
7991,15
7992,30
7993,4
7994,13
7995,13
7996,18
7997,70
7998,14
7999,18
8000,2
8001,9
8002,18
8003,14
8004,16
8005,17
8006,4
8007,80
8008,7
8009,11
8010,50
8011,40
8012,13
8013,60
8014,40
8015,11
8016,1
8017,14
8018,40
8019,100
8020,18
8021,1000000
8022,1
8023,19
8024,80
8025,20
8026,9
8027,4
8028,3
8029,10
8030,15
8031,4
8032,13
8033,5
8034,60
8035,5
8036,50
8037,70
8038,9
8039,90
8040,15
8041,7
8042,90
8043,1000
8044,1000000000
8045,70
8046,90
8047,12
8048,100
8049,60
8050,12
8051,5
8052,18
8053,7
8054,7
8055,8
8056,1000000000
8057,30
8058,4
8059,15
8060,18
8061,6
8062,17
8063,0
8064,19
8065,5
8066,50
8067,1000000000
8068,7
8069,17
8070,70
8071,19
8072,9
8073,12
8074,2
8075,14
8076,14
8077,30
8078,2
8079,5
8080,90
8081,18
8082,1000000000
8083,1
8084,14
8085,90
8086,10
8087,18
8088,1000
8089,16
8090,12
8091,1000000000
8092,6
8093,11
8094,17
8095,17
8096,2
8097,1000000
8098,12
8099,19
8100,11
8101,40
8102,40
8103,80
8104,10
8105,12
8106,14
8107,12
8108,1000
8109,10
8110,8
8111,16
8112,3
8113,70
8114,60
8115,80
8116,1000000000
8117,100
8118,40
8119,0
8120,18
8121,20
8122,1000
8123,60
8124,19
8125,9
8126,2
8127,11
8128,19
8129,17
8130,0
8131,15
8132,1
8133,9
8134,80
8135,12
8136,1000000
8137,2
8138,1000
8139,1000000000
8140,70
8141,1000000
8142,16
8143,18
8144,1000
8145,8
8146,30
8147,30
8148,50
8149,2
8150,18
8151,1000000000
8152,9
8153,50
8154,9
8155,60
8156,70
8157,2
8158,19
8159,10
8160,8
8161,13
8162,5
8163,50
8164,9
8165,1000
8166,10
8167,70
8168,50
8169,13
8170,15
8171,2
8172,0
8173,5
8174,1
8175,18
8176,100
8177,60
8178,20
8179,30
8180,50
8181,17
8182,14
8183,17
8184,70
8185,12
8186,8
8187,80
8188,80
8189,9
8190,4
8191,13
8192,7
8193,20
8194,6
8195,5
8196,1
8197,2
8198,14
8199,5
8200,30
8201,8
8202,1000000000
8203,8
8204,30
8205,12
8206,1000000
8207,70
8208,2
8209,20
8210,1000
8211,8
8212,40
8213,13
8214,14
8215,90
8216,15
8217,15
8218,18
8219,40
8220,13
8221,40
8222,2
8223,20
8224,17
8225,80
8226,60
8227,9
8228,70
8229,1
8230,50
8231,13
8232,70
8233,20
8234,30
8235,8
8236,17
8237,100
8238,1
8239,10
8240,1000000000
8241,16
8242,16
8243,9
8244,20
8245,18
8246,9
8247,15
8248,5
8249,1000000000
8250,13
8251,80
8252,100
8253,2
8254,9
8255,6
8256,7
8257,3
8258,2
8259,40
8260,100
8261,11
8262,7
8263,2
8264,1000000000
8265,3
8266,9
8267,50
8268,70
8269,2
8270,17
8271,10
8272,16
8273,4
8274,11
8275,2
8276,90
8277,4
8278,50
8279,19
8280,10
8281,17
8282,4
8283,14
8284,9
8285,50
8286,12
8287,1
8288,18
8289,9
